Journal,分区,Top,Open Access
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,3,否,否
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,3,否,否
Affective Science,4,否,否
Affilia-Feminist Inquiry in Social Work,3,否,否
Afghanistan,4,否,否
AFINIDAD,4,否,否
Afkar-Jurnal Akidah & Pemikiran Islam-Journal of Aqidah & Islamic Thought,3,否,否
Africa Education Review,4,否,否
Africa Journal of Management,4,否,否
Africa Review,4,否,否
Africa Spectrum,2,否,是
AFRICA,2,否,否
AFRICAN AFFAIRS,2,否,否
AFRICAN AMERICAN REVIEW,3,否,否
African and Asian Studies,4,否,否
African Archaeological Review,2,否,否
AFRICAN ARTS,3,否,否
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,3,否,否
African Diaspora,4,否,否
African Disability Rights Yearbook,4,否,否
AFRICAN ECONOMIC HISTORY,2,否,否
AFRICAN ENTOMOLOGY,4,否,否
African Geographical Review,4,否,否
African Health Sciences,4,否,否
African Historical Review,4,否,否
AFRICAN INVERTEBRATES,3,否,是
African Journal of Accounting Auditing and Finance,4,否,否
African Journal of Agricultural and Resource Economics-AFJARE,4,否,否
AFRICAN JOURNAL OF AQUATIC SCIENCE,4,否,否
African Journal of Business Ethics,4,否,是
African Journal of Disability,4,否,是
AFRICAN JOURNAL OF ECOLOGY,4,否,否
African Journal of Economic and Management Studies,4,否,否
African Journal of Emergency Medicine,4,否,是
African Journal of Health Professions Education,4,否,是
AFRICAN JOURNAL OF HERPETOLOGY,4,否,否
African Journal of Information Systems,4,否,是
African Journal of International and Comparative Law,4,否,否
African Journal of Laboratory Medicine,4,否,是
African Journal of Legal Studies,4,否,否
African Journal of Library Archives and Information Science,4,否,否
AFRICAN JOURNAL OF MARINE SCIENCE,4,否,否
African Journal of Neurological Sciences,4,否,否
African Journal of Nursing and Midwifery,4,否,否
African Journal of Primary Health Care & Family Medicine,4,否,是
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,4,否,否
African Journal of Reproductive Health,4,否,否
African Journal of Research in Mathematics Science and Technology Education,4,否,否
African Journal of Rhetoric,4,否,否
African Journal of Science Technology Innovation & Development,4,否,否
African Journal of Urology,4,否,是
African Journal of Wildlife Research,4,否,否
African Journal on Conflict Resolution,4,否,否
African Journalism Studies,3,否,否
African Review of Economics and Finance-AREF,4,否,否
African Security Review,3,否,否
African Security,2,否,否
African Sociological Review,4,否,否
African Studies Review,3,否,否
AFRICAN STUDIES,3,否,否
African Vision and Eye Health Journal,4,否,否
AFRICAN ZOOLOGY,4,否,否
Africana Linguistica,3,否,否
Afrika Matematika,4,否,否
Afterall,4,否,否
Agathos-An International Review of the Humanities and Social Sciences,4,否,是
AGE AND AGEING,2,是,否
Age of Human Rights Journal,4,否,是
AGEING & SOCIETY,3,否,否
Ageing International,4,否,否
AGEING RESEARCH REVIEWS,1,是,否
Agenda-Empowering Women for Gender Equity,4,否,否
Ager-Revista de Estudios sobre Despoblacion y Desarrollo Rural,4,否,否
Aggregate,1,是,是
AGGRESSION AND VIOLENT BEHAVIOR,2,否,否
AGGRESSIVE BEHAVIOR,2,否,否
AGING & MENTAL HEALTH,3,否,否
Aging and Disease,3,否,是
Aging Brain,4,否,是
AGING CELL,1,是,是
AGING CLINICAL AND EXPERIMENTAL RESEARCH,3,否,否
Aging Male,3,否,是
Aging Medicine and Healthcare,4,否,是
Aging Medicine,4,否,是
AGING NEUROPSYCHOLOGY AND COGNITION,4,否,否
Agora para la Educacion Fisica y el Deporte,4,否,否
Agora-Estudos Classicos em Debate,4,否,是
Agora-Papeles de Filosofia,4,否,否
Agrarforschung Schweiz,4,否,否
Agrarian South-Journal of Political Economy,4,否,否
Agrekon,4,否,否
Agri-The Journal of the Turkish Society of Algology,4,否,否
Agribusiness,3,否,否
Agricultura Sociedad y Desarrollo,4,否,否
Agricultural & Environmental Letters,4,否,是
Agricultural and Food Economics,2,否,是
AGRICULTURAL AND FOOD SCIENCE,4,否,是
AGRICULTURAL AND FOREST ENTOMOLOGY,3,否,否
AGRICULTURAL AND FOREST METEOROLOGY,1,是,否
Agricultural and Resource Economics Review,4,否,是
Agricultural and Resource Economics-International Scientific E-Journal,4,否,是
Agricultural Economics-Zemedelska Ekonomika,3,否,是
AGRICULTURAL ECONOMICS,2,否,否
Agricultural Finance Review,4,否,否
AGRICULTURAL HISTORY REVIEW,2,否,否
AGRICULTURAL HISTORY,4,否,否
AGRICULTURAL RESEARCH,4,否,否
Agricultural Science and Practice,4,否,否
AGRICULTURAL SYSTEMS,1,是,否
Agricultural Water Management,1,是,是
AGRICULTURE AND HUMAN VALUES,2,否,否
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1,是,否
Agriculture-Basel,2,否,是
AgriEngineering,3,否,是
Agrisost,4,否,是
Agritech,4,否,是
Agrivita,4,否,是
AGROCHIMICA,4,否,否
Agrociencia Uruguay,4,否,是
AGROCIENCIA,4,否,否
Agroecology and Sustainable Food Systems,2,否,否
AGROFORESTRY SYSTEMS,3,否,否
Agroindustria Sociedad y Ambiente ASA,4,否,否
AgroLife Scientific Journal,4,否,是
AGRONOMIA MESOAMERICANA,4,否,是
Agronomy for Sustainable Development,1,是,否
AGRONOMY JOURNAL,3,否,否
Agronomy-Basel,2,否,是
Agrosystems Geosciences & Environment,4,否,是
AGU Advances,1,是,是
Agua y Territorio,4,否,否
AI & Society,3,否,否
AI COMMUNICATIONS,4,否,否
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,3,否,否
AI MAGAZINE,4,否,否
AI,4,否,是
AIAA JOURNAL,3,否,否
AIB Studi,4,否,是
AIBR-Revista de Antropologia Iberoamericana,4,否,是
AICHE JOURNAL,3,否,否
AIDS AND BEHAVIOR,3,否,否
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,4,否,否
AIDS EDUCATION AND PREVENTION,4,否,否
AIDS PATIENT CARE AND STDS,2,否,否
AIDS RESEARCH AND HUMAN RETROVIRUSES,4,否,否
AIDS Research and Therapy,4,否,是
AIDS Research and Treatment,4,否,是
AIDS REVIEWS,4,否,否
AIDS,2,否,否
AILA Review,2,否,否
AIMS Agriculture and Food,4,否,是
AIMS Allergy and Immunology,4,否,是
AIMS Bioengineering,4,否,是
AIMS Biophysics,4,否,是
AIMS Energy,4,否,是
AIMS Environmental Science,4,否,是
AIMS Geosciences,4,否,是
AIMS Materials Science,4,否,是
AIMS Mathematics,3,否,是
AIMS Medical Science,4,否,是
AIMS Microbiology,4,否,是
AIMS Molecular Science,4,否,是
AIMS Neuroscience,4,否,是
AIMS Public Health,3,否,是
Ain Shams Engineering Journal,2,否,是
Ain Shams Journal of Anesthesiology,4,否,是
AIP Advances,4,否,是
Air & Space Law,4,否,否
Air Quality Atmosphere and Health,4,否,否
Air Soil and Water Research,4,否,是
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,4,否,否
Aisthesis-Pratiche Linguaggi e Saperi dell Estetico,4,否,是
Aitia-Regards sur la Culture Hellenistique au XXIe Siecle,4,否,是
Ajalooline Ajakiri-The Estonian Historical Journal,4,否,否
AJAR-African Journal of AIDS Research,4,否,否
AJIDD-American Journal on Intellectual and Developmental Disabilities,4,否,否
AJIL Unbound,3,否,是
AJP Reports,4,否,是
AJS Review-The Journal of the Association for Jewish Studies,2,否,否
AJSP-Reviews and Reports,4,否,否
AKADEMIKA,4,否,是
AKCE International Journal of Graphs and Combinatorics,3,否,是
Akroterion-Journal for the Classics in South Africa,4,否,是
Aktualni Gynekologie a Porodnictvi,4,否,否
Aktualnosci Neurologiczne,4,否,是
AKTUELLE DERMATOLOGIE,4,否,否
AKTUELLE ERNAHRUNGSMEDIZIN,4,否,否
Aktuelle Kardiologie,4,否,否
AKTUELLE RHEUMATOLOGIE,4,否,否
AKTUELLE UROLOGIE,4,否,否
Akustika,4,否,否
Al-Arabiyya-Journal of the American Association of Teachers of Arabic,4,否,否
Al-Bayan-Journal of Quran and Hadith Studies,4,否,否
Al-Jamiah-Journal of Islamic Studies,3,否,是
Al-Masaq-Journal of the Medieval Mediterranean,2,否,否
AL-QANTARA,4,否,是
Al-Shajarah,4,否,否
Alabe-Revista de Investigacion sobre Lectura y Escritura,4,否,是
ALBERTA LAW REVIEW,4,否,否
ALCHERINGA,4,否,否
ALCOHOL AND ALCOHOLISM,4,否,否
Alcohol Research-Current Reviews,2,否,否
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,3,否,否
ALCOHOL,4,否,否
Alcoholism Treatment Quarterly,4,否,否
ALDRICHIMICA ACTA,4,否,否
Alea-Estudos Neolatinos,4,否,是
ALEA-Latin American Journal of Probability and Mathematical Statistics,4,否,否
Aleph-Historical Studies in Science & Judaism,3,否,否
Alergia Astma Immunologia,4,否,否
Alergologia Polska-Polish Journal of Allergology,4,否,否
Alexandria Engineering Journal,2,否,是
Alexandria Journal of Medicine,4,否,是
ALGAE,2,否,否
Algal Research-Biomass Biofuels and Bioproducts,2,否,否
Algebra & Number Theory,2,否,否
Algebra And Discrete Mathematics,4,否,否
Algebra and Logic,4,否,否
ALGEBRA COLLOQUIUM,4,否,否
ALGEBRA UNIVERSALIS,3,否,否
Algebraic and Geometric Topology,3,否,否
Algebraic Geometry,1,是,是
ALGEBRAS AND REPRESENTATION THEORY,4,否,否
Algorithmic Finance,4,否,否
ALGORITHMICA,4,否,否
Algorithms for Molecular Biology,4,否,是
Algorithms,4,否,是
Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses,3,否,是
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,1,是,否
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,4,否,是
All Azimuth-A Journal of Foreign Policy and Peace,4,否,否
All Earth,4,否,是
All Life,4,否,否
Allergo Journal,4,否,否
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,4,否,否
ALLERGOLOGIE,4,否,否
ALLERGOLOGY INTERNATIONAL,2,否,是
ALLERGY AND ASTHMA PROCEEDINGS,3,否,否
Allergy Asthma & Immunology Research,2,否,否
Allergy Asthma & Respiratory Disease,4,否,否
Allergy Asthma and Clinical Immunology,4,否,是
ALLERGY,1,是,否
Allgemeine Zeitschrift fur Philosophie,4,否,否
Almatourism-Journal of Tourism Culture and Territorial Development,4,否,是
Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,4,否,否
Alpha Psychiatry,4,否,否
Alpha-Revista de Artes Letras y Filosofia,4,否,否
Alpine Botany,2,否,否
Alpine Entomology,4,否,是
ALSIC-Apprentissage des Langues et Systems d Information et de Communication,4,否,是
Alter-European Journal of Disability Research,4,否,否
Alteridad-Revista de Educacion,4,否,是
Alternativas. Cuadernos de Trabajo Social,4,否,是
Alternative Law Journal,4,否,否
Alternative-An International Journal of Indigenous Peoples,3,否,否
ALTERNATIVES,3,否,否
ALTEX-Alternatives to Animal Experimentation,2,否,是
Altre Modernita-Rivista di Studi Letterari e Culturali,4,否,是
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,4,否,否
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",3,否,是
Alzheimers & Dementia-Translational Research & Clinical Interventions,2,否,是
Alzheimers & Dementia,1,是,是
Alzheimers Research & Therapy,1,是,是
AM Journal of Art and Media Studies,4,否,是
AMA-Agricultural Mechanization in Asia Africa and Latin America,4,否,否
Amazonia Investiga,4,否,否
AMB Express,2,否,是
AMBIO,2,否,否
Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades,4,否,否
Ambix,2,否,否
AME Case Reports,4,否,否
AMEGHINIANA,4,否,否
AMERASIA JOURNAL,4,否,否
America Latina Hoy-Revista de Ciencias Sociales,4,否,是
America sin Nombre,4,否,是
AMERICAN ANNALS OF THE DEAF,4,否,否
AMERICAN ANTHROPOLOGIST,1,是,否
AMERICAN ANTIQUITY,1,是,否
American Art,3,否,否
AMERICAN BANKRUPTCY LAW JOURNAL,4,否,否
AMERICAN BEHAVIORAL SCIENTIST,3,否,否
AMERICAN BIOLOGY TEACHER,4,否,否
AMERICAN BOOK REVIEW,4,否,否
AMERICAN BUSINESS LAW JOURNAL,2,否,否
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,4,否,否
AMERICAN CERAMIC SOCIETY BULLETIN,4,否,否
American Economic Journal-Applied Economics,1,是,否
American Economic Journal-Economic Policy,1,是,否
American Economic Journal-Macroeconomics,1,是,否
American Economic Journal-Microeconomics,2,否,否
American Economic Review-Insights,1,是,否
AMERICAN ECONOMIC REVIEW,1,是,否
AMERICAN EDUCATIONAL RESEARCH JOURNAL,1,是,否
AMERICAN ETHNOLOGIST,1,是,否
AMERICAN FAMILY PHYSICIAN,3,否,否
AMERICAN FERN JOURNAL,4,否,否
American Health and Drug Benefits,4,否,否
American Heart Journal Plus: Cardiology Research and Practice,4,否,否
AMERICAN HEART JOURNAL,2,否,否
AMERICAN HISTORICAL REVIEW,1,是,否
AMERICAN IMAGO,4,否,否
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,3,否,否
AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,3,否,否
AMERICAN JEWISH HISTORY,3,否,否
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2,否,否
American Journal of Alzheimers Disease and Other Dementias,4,否,是
AMERICAN JOURNAL OF ARCHAEOLOGY,2,是,否
American Journal of Audiology,4,否,否
AMERICAN JOURNAL OF BIOETHICS,1,是,否
American Journal of Biological Anthropology,2,否,否
AMERICAN JOURNAL OF BOTANY,2,否,否
American Journal of Business,4,否,否
American Journal of Cancer Research,3,否,否
AMERICAN JOURNAL OF CARDIOLOGY,3,否,否
American Journal of Cardiovascular Disease,4,否,否
American Journal of Cardiovascular Drugs,3,否,否
American Journal of Case Reports,4,否,否
AMERICAN JOURNAL OF CHINESE MEDICINE,2,否,否
American Journal of Clinical and Experimental Immunology,4,否,否
American Journal of Clinical and Experimental Urology,4,否,否
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1,是,否
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,4,否,否
AMERICAN JOURNAL OF CLINICAL NUTRITION,1,是,否
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,4,否,否
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,4,否,否
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2,否,否
AMERICAN JOURNAL OF COMPARATIVE LAW,3,否,否
American Journal of Criminal Justice,3,否,否
AMERICAN JOURNAL OF CRITICAL CARE,3,否,否
American Journal of Cultural Sociology,3,否,否
AMERICAN JOURNAL OF DANCE THERAPY,4,否,否
AMERICAN JOURNAL OF DENTISTRY,4,否,否
AMERICAN JOURNAL OF DERMATOPATHOLOGY,4,否,否
American Journal of Distance Education,4,否,否
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,3,否,否
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,4,否,否
AMERICAN JOURNAL OF EDUCATION,2,否,否
AMERICAN JOURNAL OF EMERGENCY MEDICINE,3,否,否
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,3,否,否
AMERICAN JOURNAL OF EPIDEMIOLOGY,2,否,否
AMERICAN JOURNAL OF EVALUATION,4,否,否
AMERICAN JOURNAL OF FAMILY THERAPY,4,否,否
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,4,否,否
AMERICAN JOURNAL OF GASTROENTEROLOGY,1,是,否
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,2,否,否
American Journal of Health Economics,2,否,否
American Journal of Health Education,4,否,否
AMERICAN JOURNAL OF HEALTH PROMOTION,4,否,否
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,4,否,否
AMERICAN JOURNAL OF HEMATOLOGY,1,是,否
American Journal of Hospice & Palliative Medicine,4,否,否
AMERICAN JOURNAL OF HUMAN BIOLOGY,4,否,否
AMERICAN JOURNAL OF HUMAN GENETICS,1,是,否
AMERICAN JOURNAL OF HYPERTENSION,3,否,否
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3,否,否
AMERICAN JOURNAL OF INFECTION CONTROL,3,否,否
AMERICAN JOURNAL OF INTERNATIONAL LAW,2,否,否
AMERICAN JOURNAL OF KIDNEY DISEASES,1,是,否
AMERICAN JOURNAL OF LAW & MEDICINE,4,否,否
AMERICAN JOURNAL OF LEGAL HISTORY,3,否,否
American Journal of Lifestyle Medicine,4,否,否
AMERICAN JOURNAL OF MANAGED CARE,4,否,否
AMERICAN JOURNAL OF MATHEMATICS,1,是,否
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,3,否,否
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,4,否,否
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,3,否,否
AMERICAN JOURNAL OF MEDICAL QUALITY,4,否,否
American Journal of Medicine,3,否,否
American Journal of Mens Health,4,否,是
AMERICAN JOURNAL OF NEPHROLOGY,2,否,否
AMERICAN JOURNAL OF NEURORADIOLOGY,2,否,否
American Journal of Nuclear Medicine and Molecular Imaging,4,否,否
AMERICAN JOURNAL OF NURSING,4,否,否
American Journal of Obstetrics & Gynecology MFM,2,否,否
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,1,是,否
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,4,否,否
AMERICAN JOURNAL OF OPHTHALMOLOGY,1,是,否
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,2,否,否
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,3,否,否
AMERICAN JOURNAL OF OTOLARYNGOLOGY,3,否,否
AMERICAN JOURNAL OF PATHOLOGY,2,否,否
AMERICAN JOURNAL OF PERINATOLOGY,4,否,否
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,3,否,否
AMERICAN JOURNAL OF PHILOLOGY,2,否,否
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,4,否,否
AMERICAN JOURNAL OF PHYSICS,4,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,3,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,2,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,3,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,2,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,3,否,否
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",4,否,否
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,2,否,否
American Journal of Play,4,否,否
AMERICAN JOURNAL OF POLITICAL SCIENCE,1,是,否
AMERICAN JOURNAL OF POTATO RESEARCH,4,否,否
American Journal of Preventive Cardiology,2,否,是
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,2,是,否
AMERICAN JOURNAL OF PRIMATOLOGY,3,否,否
AMERICAN JOURNAL OF PSYCHIATRY,1,是,否
AMERICAN JOURNAL OF PSYCHOLOGY,4,否,否
AMERICAN JOURNAL OF PSYCHOTHERAPY,3,否,否
AMERICAN JOURNAL OF PUBLIC HEALTH,2,是,否
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,4,否,否
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1,是,否
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,2,否,否
American Journal of Rhinology & Allergy,3,否,否
AMERICAN JOURNAL OF ROENTGENOLOGY,2,是,否
AMERICAN JOURNAL OF SCIENCE,4,否,否
AMERICAN JOURNAL OF SEMIOTICS,4,否,否
American Journal of Sexuality Education,4,否,否
AMERICAN JOURNAL OF SOCIOLOGY,1,是,否
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,3,否,否
AMERICAN JOURNAL OF SPORTS MEDICINE,1,是,否
American Journal of Stem Cells,4,否,否
AMERICAN JOURNAL OF SURGERY,3,否,否
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,1,是,否
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,4,否,否
AMERICAN JOURNAL OF THERAPEUTICS,4,否,否
American Journal of Translational Research,4,否,否
AMERICAN JOURNAL OF TRANSPLANTATION,1,是,否
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,4,否,否
AMERICAN JOURNAL OF VETERINARY RESEARCH,3,否,否
AMERICAN JOURNAL ON ADDICTIONS,4,否,否
American Journalism,3,否,否
American Law and Economics Review,4,否,否
AMERICAN LITERARY HISTORY,2,否,否
AMERICAN LITERARY REALISM,3,否,否
American Literary Scholarship,4,否,否
AMERICAN LITERATURE,3,否,否
AMERICAN MALACOLOGICAL BULLETIN,4,否,否
AMERICAN MATHEMATICAL MONTHLY,4,否,否
AMERICAN MINERALOGIST,3,否,否
AMERICAN MUSEUM NOVITATES,4,否,否
AMERICAN MUSIC,3,否,否
AMERICAN NATURALIST,2,否,否
American Nineteenth Century History,4,否,否
American Periodicals,4,否,否
AMERICAN PHILOSOPHICAL QUARTERLY,2,否,否
AMERICAN POETRY REVIEW,4,否,否
AMERICAN POLITICAL SCIENCE REVIEW,1,是,否
American Political Thought,4,否,否
AMERICAN POLITICS RESEARCH,3,否,否
AMERICAN PSYCHOLOGIST,1,是,否
AMERICAN QUARTERLY,3,否,否
American Review of Canadian Studies,4,否,否
AMERICAN REVIEW OF PUBLIC ADMINISTRATION,3,否,否
AMERICAN SCIENTIST,4,否,否
